sample	chr	startpos	endpos	nMajor	nMinor
TumorSample-A	7	41982142	41991681	3	0
TumorSample-A	7	41992047	42121373	1	1
TumorSample-A	7	42122714	42985148	3	0
TumorSample-A	7	42986053	43239249	1	1
TumorSample-A	7	43240313	43303163	2	1
TumorSample-A	7	43303209	43312918	2	0
TumorSample-A	7	43313147	43335544	2	1
TumorSample-A	7	43337933	44722815	2	0
TumorSample-A	7	44723523	44864729	1	1
TumorSample-A	7	44864755	44934697	2	0
TumorSample-A	7	44934804	45106985	1	1
TumorSample-A	7	45107965	45985639	2	0
TumorSample-A	7	45986582	46245326	1	1
TumorSample-A	7	46245364	46256119	2	1
TumorSample-A	7	46256835	46673870	3	0
TumorSample-A	7	46674433	46713487	1	1
TumorSample-A	7	46713893	46845634	2	0
TumorSample-A	7	46846894	46874414	2	1
TumorSample-A	7	46874969	47265725	2	0
TumorSample-A	7	47266371	47594495	1	1
TumorSample-A	7	47595271	47678093	2	0
TumorSample-A	7	47678675	47843806	1	1
TumorSample-A	7	47845231	47882200	3	0
TumorSample-A	7	47882226	47983488	1	1
TumorSample-A	7	47983631	48082596	3	0
TumorSample-A	7	48087597	48590629	1	1
TumorSample-A	7	48596911	48689691	2	1
TumorSample-A	7	48690189	48857926	1	1
TumorSample-A	7	48858697	48867084	3	0
TumorSample-A	7	48867432	48937147	2	1
TumorSample-A	7	48937396	49170326	3	0
TumorSample-A	7	49171005	49307220	1	1
TumorSample-A	7	49307695	49595973	3	0
TumorSample-A	7	49596736	49632771	1	1
TumorSample-A	7	49634401	49698150	2	1
TumorSample-A	7	49698689	49729273	3	0
TumorSample-A	7	49730622	49791860	2	1
TumorSample-A	7	49792476	49798186	2	0
TumorSample-A	7	49798254	50283578	1	1
TumorSample-A	7	50284441	50369130	3	0
TumorSample-A	7	50369250	50506556	1	1
TumorSample-A	7	50507797	50525459	3	0
TumorSample-A	7	50526814	50817176	1	1
TumorSample-A	7	50818180	51399006	3	0
TumorSample-A	7	51399066	51879372	1	1
TumorSample-A	7	51880412	52014612	3	0
TumorSample-A	7	52015365	52085930	2	1
TumorSample-A	7	52085959	52585264	3	0
TumorSample-A	7	52585668	52946187	2	1
TumorSample-A	7	52946334	52964099	3	0
TumorSample-A	7	52964119	52998967	2	1
TumorSample-A	7	52999259	53305789	3	0
TumorSample-A	7	53308477	53344646	2	1
TumorSample-A	7	53346832	53588534	3	0
TumorSample-A	7	53590267	53734187	1	1
TumorSample-A	7	53735399	54017728	3	0
TumorSample-A	7	54022066	54069807	2	1
TumorSample-A	7	54072459	54138025	2	0
TumorSample-A	7	54138058	54169699	2	1
TumorSample-A	7	54169997	54645616	3	0
TumorSample-A	7	54646307	54707051	2	1
TumorSample-A	7	54707625	54804591	2	0
TumorSample-A	7	54804701	54876358	2	1
TumorSample-A	7	54876970	55071375	3	0
TumorSample-A	7	55072603	55184533	2	1
TumorSample-A	7	55184849	55266547	1	1
TumorSample-A	7	55266685	55400230	2	0
TumorSample-A	7	55403949	55781231	1	1
TumorSample-A	7	55781549	55869752	2	0
TumorSample-A	7	55871122	55943457	2	1
TumorSample-A	7	55944729	56220197	1	1
TumorSample-A	7	56220252	56321599	2	0
TumorSample-A	7	56321758	56362190	2	1
TumorSample-A	7	56362957	56604615	3	0
TumorSample-A	7	56605217	57511324	2	1
TumorSample-A	7	57512065	57638358	3	0
TumorSample-A	7	57639143	57669462	2	1
TumorSample-A	7	57671228	62538523	1	1
TumorSample-A	7	62545570	63845935	3	0
TumorSample-A	7	63846465	64296964	2	1
TumorSample-A	7	64297320	64354371	3	0
TumorSample-A	7	64354981	64424418	2	1
TumorSample-A	7	64425752	66775021	1	1
TumorSample-A	7	66789303	67009362	2	1
TumorSample-A	7	67010753	67389657	1	1
TumorSample-A	7	67390196	67608622	3	0
TumorSample-A	7	67608981	67670707	2	1
TumorSample-A	7	67671690	68347075	3	0
TumorSample-A	7	68347681	68470163	2	1
TumorSample-A	7	68472720	68949380	3	0
TumorSample-A	7	68949759	69282286	2	1
TumorSample-A	7	69283104	69443452	3	0
TumorSample-A	7	69443465	70381231	1	1
TumorSample-A	7	70402473	70943280	2	0
TumorSample-A	7	70943775	70986203	2	1
TumorSample-A	7	70988348	71225093	3	0
TumorSample-A	7	71225629	71261393	2	0
TumorSample-A	7	71262314	71952289	3	0
TumorSample-A	7	71952712	72132610	2	1
TumorSample-A	7	72132683	74294333	2	0
TumorSample-A	7	74295390	74395907	2	1
TumorSample-A	7	74396333	76356465	2	0
TumorSample-A	7	76357473	76854475	2	1
TumorSample-A	7	76862163	77300997	3	0
TumorSample-A	7	77301055	77359126	1	1
TumorSample-A	7	77359706	77426519	3	0
TumorSample-A	7	77426568	78038195	1	1
TumorSample-A	7	78038389	78085427	2	1
TumorSample-A	7	78086872	78245371	1	1
TumorSample-A	7	78245800	78365289	2	0
TumorSample-A	7	78365755	78455831	1	1
TumorSample-A	7	78455902	78917886	3	0
TumorSample-A	7	78918526	79436786	1	1
TumorSample-A	7	79439582	79520946	3	0
TumorSample-A	7	79524033	80058190	1	1
TumorSample-A	7	80058528	80388909	2	0
TumorSample-A	7	80395448	80475233	1	1
TumorSample-A	7	80479212	81649146	2	0
TumorSample-A	7	81649154	81886953	1	1
TumorSample-A	7	81888391	81906388	3	0
TumorSample-A	7	81906656	82120276	1	1
TumorSample-A	7	82121411	82759933	2	0
TumorSample-A	7	82762857	82887182	1	1
TumorSample-A	7	82887214	83181902	2	0
TumorSample-A	7	83182053	83302833	1	1
TumorSample-A	7	83303034	83469011	2	0
TumorSample-A	7	83469478	83571755	1	1
TumorSample-A	7	83574247	83579386	3	0
TumorSample-A	7	83579534	83595638	2	1
TumorSample-A	7	83595897	84920199	2	0
TumorSample-A	7	84925918	85486813	1	1
TumorSample-A	7	85487119	86559953	3	0
TumorSample-A	7	86562293	87235400	1	1
TumorSample-A	7	87241409	88632286	3	0
TumorSample-A	7	88632444	89130107	1	1
TumorSample-A	7	89130125	89164616	2	0
TumorSample-A	7	89164885	89382388	2	1
TumorSample-A	7	89382431	89465349	3	0
TumorSample-A	7	89465498	89645203	2	1
TumorSample-A	7	89649171	89907951	1	1
TumorSample-A	7	89908185	89987473	3	0
TumorSample-A	7	89988693	90018086	1	1
TumorSample-A	7	90018687	93799667	2	0
TumorSample-A	7	93799831	93838405	2	1
TumorSample-A	7	93839144	94294712	1	1
TumorSample-A	7	94297004	94426694	2	1
TumorSample-A	7	94426932	95125673	3	0
TumorSample-A	7	95127947	95273727	2	1
TumorSample-A	7	95273729	96494681	3	0
TumorSample-A	7	96496003	97089586	1	1
TumorSample-A	7	97090689	97389434	3	0
TumorSample-A	7	97389573	97576622	1	1
TumorSample-A	7	97577409	98612524	3	0
TumorSample-A	7	98627023	98660877	2	1
TumorSample-A	7	98661771	98724936	3	0
TumorSample-A	7	98725904	98859323	1	1
TumorSample-A	7	98861262	99257929	2	0
TumorSample-A	7	99260363	99729535	1	1
TumorSample-A	7	99733419	100940018	3	0
TumorSample-A	7	100940400	101558317	1	1
TumorSample-A	7	101558322	102018138	2	0
TumorSample-A	7	102018155	103568418	1	1
TumorSample-A	7	103568581	103703380	3	0
TumorSample-A	7	103703691	103737449	1	1
TumorSample-A	7	103737468	103757219	3	0
TumorSample-A	7	103757506	103880802	2	1
TumorSample-A	7	103881249	104012302	2	0
TumorSample-A	7	104012955	104174587	1	1
TumorSample-A	7	104174704	104307012	3	0
TumorSample-A	7	104308670	104310981	2	1
TumorSample-A	7	104311043	104504184	1	1
TumorSample-A	7	104505171	104866092	3	0
TumorSample-A	7	104866162	104884538	2	1
TumorSample-A	7	104886612	105006452	1	1
TumorSample-A	7	105008590	108316025	2	0
TumorSample-A	7	108318653	108354808	1	1
TumorSample-A	7	108356627	109315022	3	0
TumorSample-A	7	109319106	110152838	1	1
TumorSample-A	7	110154699	110482085	2	1
TumorSample-A	7	110482558	110638946	1	1
TumorSample-A	7	110638991	112365510	2	0
TumorSample-A	7	112366999	112559079	1	1
TumorSample-A	7	112559285	113620737	3	0
TumorSample-A	7	113620773	114106827	1	1
TumorSample-A	7	114111936	114951994	2	0
TumorSample-A	7	114952212	115229650	1	1
TumorSample-A	7	115233677	116212792	2	0
TumorSample-A	7	116213012	116267086	1	1
TumorSample-A	7	116267235	117245755	2	0
TumorSample-A	7	117247295	117302379	1	1
TumorSample-A	7	117303081	117840384	2	0
TumorSample-A	7	117842816	118002198	1	1
TumorSample-A	7	118008165	118585135	3	0
TumorSample-A	7	118585844	118739273	1	1
TumorSample-A	7	118743247	118760660	2	0
TumorSample-A	7	118760816	118766799	2	1
TumorSample-A	7	118769053	118935504	2	0
TumorSample-A	7	118936663	118978003	2	1
TumorSample-A	7	118978506	119129312	2	0
TumorSample-A	7	119136336	119149765	2	1
TumorSample-A	7	119150837	119169102	3	0
TumorSample-A	7	119169161	120670077	2	1
TumorSample-A	7	120671189	121073310	2	0
TumorSample-A	7	121073484	121388286	1	1
TumorSample-A	7	121391825	121466855	3	0
TumorSample-A	7	121467658	121662932	1	1
TumorSample-A	7	121662990	122231667	2	0
TumorSample-A	7	122231768	122740150	1	1
TumorSample-A	7	122750358	122793721	3	0
TumorSample-A	7	122793834	122995846	2	1
TumorSample-A	7	122999144	123767996	1	1
TumorSample-A	7	123773653	124040550	2	0
TumorSample-A	7	124044878	124504091	1	1
TumorSample-A	7	124504586	125329644	3	0
TumorSample-A	7	125329761	126202853	1	1
TumorSample-A	7	126204717	126426824	3	0
TumorSample-A	7	126429689	126463186	1	1
TumorSample-A	7	126464168	127042264	2	0
TumorSample-A	7	127042784	127601298	1	1
TumorSample-A	7	127601299	128153809	2	0
TumorSample-A	7	128158529	128375365	1	1
TumorSample-A	7	128377256	129072671	2	0
TumorSample-A	7	129072814	129541309	1	1
TumorSample-A	7	129547589	129668454	2	0
TumorSample-A	7	129668763	129712497	2	1
TumorSample-A	7	129714813	130324734	2	0
TumorSample-A	7	130330766	130350433	1	1
TumorSample-A	7	130350922	130739314	2	0
TumorSample-A	7	130739451	130956818	1	1
TumorSample-A	7	130958559	131243788	2	0
TumorSample-A	7	131247782	131292759	2	1
TumorSample-A	7	131293284	131384702	2	0
TumorSample-A	7	131394777	131943942	1	1
TumorSample-A	7	131945173	132362155	3	0
TumorSample-A	7	132362906	132475789	2	1
TumorSample-A	7	132482214	133137457	2	0
TumorSample-A	7	133140196	133198535	2	1
TumorSample-A	7	133200418	134345867	2	0
TumorSample-A	7	134346049	134748884	1	1
TumorSample-A	7	134749101	134814774	3	0
TumorSample-A	7	134815078	134981342	2	1
TumorSample-A	7	134981594	135266058	2	0
TumorSample-A	7	135266574	135678670	1	1
TumorSample-A	7	135679623	135825399	2	0
TumorSample-A	7	135825652	135999651	2	1
TumorSample-A	7	136000514	136159499	2	0
TumorSample-A	7	136159965	136404886	1	1
TumorSample-A	7	136404931	136868516	3	0
TumorSample-A	7	136875932	137022480	2	1
TumorSample-A	7	137023221	137577007	3	0
TumorSample-A	7	137577194	138003243	1	1
TumorSample-A	7	138006962	138505236	2	0
TumorSample-A	7	138506911	138535735	2	1
TumorSample-A	7	138538242	138557882	3	0
TumorSample-A	7	138559300	138724464	2	1
TumorSample-A	7	138729897	138855970	3	0
TumorSample-A	7	138856405	138937078	1	1
TumorSample-A	7	138937503	139092669	2	0
TumorSample-A	7	139093875	139131812	1	1
TumorSample-A	7	139131814	139476431	3	0
TumorSample-A	7	139476568	139667501	2	1
TumorSample-A	7	139669090	139843634	2	0
TumorSample-A	7	139843712	140294333	1	1
TumorSample-A	7	140294473	140297563	2	0
TumorSample-A	7	140300275	140407086	2	1
TumorSample-A	7	140407138	141221863	1	1
TumorSample-A	7	141222437	141431875	2	0
TumorSample-A	7	141432827	141940175	1	1
TumorSample-A	7	141942485	143339225	2	0
TumorSample-A	7	143339244	143423835	2	1
TumorSample-A	7	143425331	144069592	3	0
TumorSample-A	7	144069621	144393853	2	1
TumorSample-A	7	144394077	144944510	2	0
TumorSample-A	7	144944843	146076698	1	1
TumorSample-A	7	146083036	146356428	3	0
TumorSample-A	7	146356821	146536005	1	1
TumorSample-A	7	146537265	146861673	3	0
TumorSample-A	7	146862382	147183313	2	1
TumorSample-A	7	147184235	147299663	2	0
TumorSample-A	7	147300532	147505368	1	1
TumorSample-A	7	147505566	147637534	3	0
TumorSample-A	7	147640650	148205343	2	1
TumorSample-A	7	148205794	150329080	2	0
TumorSample-A	7	150331869	150400425	1	1
TumorSample-A	7	150401165	150480436	3	0
TumorSample-A	7	150480737	150562201	1	1
TumorSample-A	7	150562311	150567557	2	1
TumorSample-A	7	150568283	150749848	3	0
TumorSample-A	7	150750325	150872456	1	1
TumorSample-A	7	150875687	151005953	2	0
TumorSample-A	7	151006154	151237076	2	1
TumorSample-A	7	151242107	151341169	2	0
TumorSample-A	7	151341248	151379575	2	1
TumorSample-A	7	151379598	151401163	2	0
TumorSample-A	7	151403375	151813273	2	1
TumorSample-A	7	151813320	153222663	2	0
TumorSample-A	7	153225163	153376780	2	1
TumorSample-A	7	153378044	153432987	3	0
TumorSample-A	7	153436132	153581868	1	1
TumorSample-A	7	153584247	153656057	3	0
TumorSample-A	7	153662449	153856245	2	1
TumorSample-A	7	153857488	154248313	3	0
TumorSample-A	7	154248842	154293470	2	1
TumorSample-A	7	154295525	154798731	3	0
TumorSample-A	7	154799828	154881265	2	1
TumorSample-A	7	154881759	155145772	3	0
TumorSample-A	7	155146057	155207062	1	1
TumorSample-A	7	155210954	155248498	2	0
TumorSample-A	7	155248934	155324912	1	1
TumorSample-A	7	155324988	155399525	2	1
TumorSample-A	7	155400601	155462637	2	0
TumorSample-A	7	155465946	155575147	2	1
TumorSample-A	7	155575338	155582041	2	0
TumorSample-A	7	155583507	155893219	1	1
TumorSample-A	7	155894836	155956037	2	0
TumorSample-A	7	155956738	156345052	1	1
TumorSample-A	7	156345894	156451465	3	0
TumorSample-A	7	156451746	156718551	1	1
TumorSample-A	7	156722016	156800576	3	0
TumorSample-A	7	156800756	156805821	2	1
TumorSample-A	7	156807076	156827424	3	0
TumorSample-A	7	156827638	156829992	2	1
TumorSample-A	7	156830836	156913642	2	0
TumorSample-A	7	156915252	156931846	1	1
TumorSample-A	7	156931908	157568872	2	0
TumorSample-A	7	157569919	157665667	1	1
TumorSample-A	7	157665727	157688247	2	1
TumorSample-A	7	157688358	158223867	2	0
TumorSample-A	7	158223882	158228827	3	0
TumorSample-A	7	158229411	158539006	1	1
TumorSample-A	7	158540859	158953609	2	0
TumorSample-A	7	158953910	159325753	3	0
TumorSample-A	8	211532	334467	2	0
TumorSample-A	8	334887	354150	1	1
TumorSample-A	8	354569	496796	2	0
TumorSample-A	8	498982	534048	1	1
TumorSample-A	8	534304	573848	2	0
TumorSample-A	8	573920	2836105	1	1
TumorSample-A	8	2836960	3118056	2	0
TumorSample-A	8	3118259	3228901	1	1
TumorSample-A	8	3228984	3292171	2	0
TumorSample-A	8	3293892	3299082	1	1
TumorSample-A	8	3299576	3358668	2	0
TumorSample-A	8	3358714	3564340	1	1
TumorSample-A	8	3564611	3590381	2	0
TumorSample-A	8	3590410	3606642	1	1
TumorSample-A	8	3607020	3631238	2	0
TumorSample-A	8	3631242	3648882	2	1
TumorSample-A	8	3649028	3650422	2	0
TumorSample-A	8	3650738	3660205	1	1
TumorSample-A	8	3660283	3705987	2	0
TumorSample-A	8	3706036	3736557	1	1
TumorSample-A	8	3736656	4027783	2	0
TumorSample-A	8	4027856	4064598	1	1
TumorSample-A	8	4064638	4093443	2	0
TumorSample-A	8	4093561	4105580	1	1
TumorSample-A	8	4105703	4114708	2	0
TumorSample-A	8	4114782	4128645	1	0
TumorSample-A	8	4128772	4153169	2	0
TumorSample-A	8	4153875	4177974	1	1
TumorSample-A	8	4178236	4309043	2	1
TumorSample-A	8	4309169	4324342	1	1
TumorSample-A	8	4324563	4326641	2	1
TumorSample-A	8	4326648	5064591	2	0
TumorSample-A	8	5064754	5073863	2	1
TumorSample-A	8	5074003	5080679	1	1
TumorSample-A	8	5082552	5084668	2	1
TumorSample-A	8	5085459	5101230	1	1
TumorSample-A	8	5102452	5326725	2	0
TumorSample-A	8	5326882	5328415	2	1
TumorSample-A	8	5328720	5332158	2	0
TumorSample-A	8	5332200	5334332	1	0
TumorSample-A	8	5334347	5367959	2	0
TumorSample-A	8	5367990	5380098	1	1
TumorSample-A	8	5380304	5387163	2	1
TumorSample-A	8	5387346	5390815	1	1
TumorSample-A	8	5391011	5538703	2	0
TumorSample-A	8	5538981	5603985	1	1
TumorSample-A	8	5604020	5605650	2	1
TumorSample-A	8	5606936	5658141	2	0
TumorSample-A	8	5658512	5676527	1	1
TumorSample-A	8	5677095	5923936	2	0
TumorSample-A	8	5923946	5954527	1	1
TumorSample-A	8	5954623	5957813	2	1
TumorSample-A	8	5957952	5962752	1	1
TumorSample-A	8	5962819	6026009	2	0
TumorSample-A	8	6026351	6097482	1	1
TumorSample-A	8	6097558	6106530	2	1
TumorSample-A	8	6106546	6229893	2	0
TumorSample-A	8	6230245	6237861	1	1
TumorSample-A	8	6237958	6302886	2	0
TumorSample-A	8	6302898	6326996	1	1
TumorSample-A	8	6327840	6710126	2	0
TumorSample-A	8	6710680	6822844	1	1
TumorSample-A	8	6823236	6853986	2	0
TumorSample-A	8	6854171	6879599	1	1
TumorSample-A	8	6879674	7053796	2	0
TumorSample-A	8	7053886	8236445	1	0
TumorSample-A	8	8236592	8456152	2	0
TumorSample-A	8	8458307	9478645	1	1
TumorSample-A	8	9478968	10172089	2	0
TumorSample-A	8	10173392	10277683	1	1
TumorSample-A	8	10278466	10282363	1	0
TumorSample-A	8	10283365	10329279	2	0
TumorSample-A	8	10330482	10429928	1	1
TumorSample-A	8	10430467	10477271	2	0
TumorSample-A	8	10478630	10498007	1	0
TumorSample-A	8	10498677	10549889	2	0
TumorSample-A	8	10550201	10584503	2	1
TumorSample-A	8	10584524	11428637	2	0
TumorSample-A	8	11429572	11723939	1	1
TumorSample-A	8	11726332	11897546	2	0
TumorSample-A	8	11898004	12950227	1	1
TumorSample-A	8	12950371	13080344	2	0
TumorSample-A	8	13081187	13113028	1	0
TumorSample-A	8	13113264	13859015	2	0
TumorSample-A	8	13859619	13872016	2	1
TumorSample-A	8	13872341	13952094	1	1
TumorSample-A	8	13952610	14289674	2	0
TumorSample-A	8	14290301	14303634	1	1
TumorSample-A	8	14305735	14734227	2	0
TumorSample-A	8	14734587	15048403	1	1
TumorSample-A	8	15048453	15408257	2	0
TumorSample-A	8	15408309	15481890	1	1
TumorSample-A	8	15482432	15511881	2	0
TumorSample-A	8	15511983	15550672	2	1
TumorSample-A	8	15551261	15978054	1	1
TumorSample-A	8	15979741	16067276	2	0
TumorSample-A	8	16068598	16165411	1	1
TumorSample-A	8	16166714	16501523	2	0
TumorSample-A	8	16501916	16751363	1	1
TumorSample-A	8	16753053	16774094	2	1
TumorSample-A	8	16775193	16823842	2	0
TumorSample-A	8	16830604	16888905	1	1
TumorSample-A	8	16890639	17092209	2	0
TumorSample-A	8	17092356	17129969	1	0
TumorSample-A	8	17130296	17197335	1	1
TumorSample-A	8	17197739	17696156	2	0
TumorSample-A	8	17696207	17706364	1	1
TumorSample-A	8	17706422	18157388	2	0
TumorSample-A	8	18157517	18356360	1	1
TumorSample-A	8	18356365	18374233	2	0
TumorSample-A	8	18374424	18796783	1	1
TumorSample-A	8	18796819	18807144	2	0
TumorSample-A	8	18807535	19024671	1	1
TumorSample-A	8	19024899	19250990	1	0
TumorSample-A	8	19251087	19460275	2	0
TumorSample-A	8	19461912	19557711	1	1
TumorSample-A	8	19559617	19902159	2	0
TumorSample-A	8	19905221	20117149	1	1
TumorSample-A	8	20117636	20285023	2	0
TumorSample-A	8	20285029	20293584	1	0
TumorSample-A	8	20293700	20786187	2	0
TumorSample-A	8	20788605	21018678	1	1
TumorSample-A	8	21019712	21163442	2	0
TumorSample-A	8	21166107	21281405	1	1
TumorSample-A	8	21281471	21716447	2	0
TumorSample-A	8	21717929	22306284	1	1
TumorSample-A	8	22306688	22584774	2	0
TumorSample-A	8	22592880	22835817	1	1
TumorSample-A	8	22840593	23218667	1	0
TumorSample-A	8	23218764	23260642	2	0
TumorSample-A	8	23260990	23699102	1	1
TumorSample-A	8	23701711	26473117	2	0
TumorSample-A	8	26473263	26499165	1	0
TumorSample-A	8	26499377	26586505	2	0
TumorSample-A	8	26586600	26724796	1	1
TumorSample-A	8	26725046	27533674	2	0
TumorSample-A	8	27535469	27700841	1	1
TumorSample-A	8	27701173	27917600	2	0
TumorSample-A	8	27919486	27947981	1	1
TumorSample-A	8	27948890	28228819	2	0
TumorSample-A	8	28233397	28266200	1	1
TumorSample-A	8	28269363	28773966	2	0
TumorSample-A	8	28774016	29077484	1	1
TumorSample-A	8	29081493	29622217	2	0
TumorSample-A	8	29623694	29764824	1	1
TumorSample-A	8	29766793	30545300	2	0
TumorSample-A	8	30547154	31316318	1	1
TumorSample-A	8	31318213	32086148	2	0
TumorSample-A	8	32086512	32219623	1	1
TumorSample-A	8	32221339	32260900	2	0
TumorSample-A	8	32261659	32468405	1	1
TumorSample-A	8	32469029	33093850	2	0
TumorSample-A	8	33094884	34180510	1	1
TumorSample-A	8	34182647	35030359	2	0
TumorSample-A	8	35031396	35634266	1	1
TumorSample-A	8	35636068	36520679	2	0
TumorSample-A	8	36522877	36695447	1	1
TumorSample-A	8	36696687	38475755	2	0
TumorSample-A	8	38479746	38600591	1	1
TumorSample-A	8	38602624	38697430	2	0
TumorSample-A	8	38700744	39085772	1	1
TumorSample-A	8	39092166	39262521	2	0
TumorSample-A	8	39285031	39731104	1	0
TumorSample-A	8	39874020	40010957	2	0
TumorSample-A	8	40011067	40154544	1	1
TumorSample-A	8	40155165	40712078	2	0
TumorSample-A	8	40712820	40977901	1	1
TumorSample-A	8	40979074	41498498	2	0
TumorSample-A	8	41510363	41884529	1	1
TumorSample-A	8	41885008	42493793	2	0
TumorSample-A	8	42493810	43937428	1	1
TumorSample-A	8	45971464	46090555	2	1
TumorSample-A	8	46092604	46101216	3	0
TumorSample-A	8	46104310	46127348	2	1
TumorSample-A	8	46128520	46138726	3	0
TumorSample-A	8	46138812	46178382	2	1
TumorSample-A	8	46182079	46313036	3	0
TumorSample-A	8	46315242	46863329	2	1
TumorSample-A	8	46867197	48445894	3	0
TumorSample-A	8	48446331	48975625	2	1
TumorSample-A	8	48980851	50090709	3	0
TumorSample-A	8	50096905	50550005	2	1
TumorSample-A	8	50554234	50659876	3	0
TumorSample-A	8	50660616	51069217	2	1
TumorSample-A	8	51069707	51980167	3	0
TumorSample-A	8	51982461	51997917	2	1
TumorSample-A	8	51997958	52005079	3	0
TumorSample-A	8	52011220	52182868	2	1
TumorSample-A	8	52183093	52420941	3	0
TumorSample-A	8	52421616	52453304	2	1
TumorSample-A	8	52453769	53130445	3	0
TumorSample-A	8	53130721	53356266	2	1
TumorSample-A	8	53357276	53460882	3	0
TumorSample-A	8	53460988	53472455	2	1
TumorSample-A	8	53474607	53476433	3	0
TumorSample-A	8	53476486	53481324	2	1
TumorSample-A	8	53481331	54305642	3	0
TumorSample-A	8	54306111	54560438	2	1
TumorSample-A	8	54561131	55218195	3	0
TumorSample-A	8	55219259	55264005	2	1
TumorSample-A	8	55264511	55277410	3	0
TumorSample-A	8	55278672	55896665	2	1
TumorSample-A	8	55897869	56394301	3	0
TumorSample-A	8	56398943	56663614	2	1
TumorSample-A	8	56670763	56819358	3	0
TumorSample-A	8	56822378	57888308	2	1
TumorSample-A	8	57888433	57907157	3	0
TumorSample-A	8	57908395	58084724	2	1
TumorSample-A	8	58084926	58151735	3	0
TumorSample-A	8	58152656	58285306	2	1
TumorSample-A	8	58285458	58291157	3	0
TumorSample-A	8	58292485	58314994	2	1
TumorSample-A	8	58315111	58320753	3	0
TumorSample-A	8	58320850	58680892	2	1
TumorSample-A	8	58681097	58734460	3	0
TumorSample-A	8	58734647	58864539	2	1
TumorSample-A	8	58864548	58923442	3	0
TumorSample-A	8	58923579	59017996	2	1
TumorSample-A	8	59018421	59364238	3	0
TumorSample-A	8	59364847	60200730	2	1
TumorSample-A	8	60201125	60889683	3	0
TumorSample-A	8	60890617	61161250	2	1
TumorSample-A	8	61161269	61191078	3	0
TumorSample-A	8	61191135	61192361	2	1
TumorSample-A	8	61192398	61213962	3	0
TumorSample-A	8	61214469	61332627	2	1
TumorSample-A	8	61333785	62140723	3	0
TumorSample-A	8	62141465	62375411	2	1
TumorSample-A	8	62375432	62429297	3	0
TumorSample-A	8	62431646	62940603	2	1
TumorSample-A	8	62940665	63360045	3	0
TumorSample-A	8	63363557	64082521	2	1
TumorSample-A	8	64083707	64958724	3	0
TumorSample-A	8	64959553	65156730	2	1
TumorSample-A	8	65157139	65720908	3	0
TumorSample-A	8	65726487	65949503	2	1
TumorSample-A	8	65951903	65983281	3	0
TumorSample-A	8	65984297	66347918	2	1
TumorSample-A	8	66348237	67645458	3	0
TumorSample-A	8	67645690	67737982	2	1
TumorSample-A	8	67741992	68015357	3	0
TumorSample-A	8	68015808	68275272	2	1
TumorSample-A	8	68277508	68800857	3	0
TumorSample-A	8	68801378	69093886	2	1
TumorSample-A	8	69094217	69301604	3	0
TumorSample-A	8	69301856	69499061	2	1
TumorSample-A	8	69499096	69568865	3	0
TumorSample-A	8	69569099	69717196	2	1
TumorSample-A	8	69717227	70449387	3	0
TumorSample-A	8	70449855	71101834	2	1
TumorSample-A	8	71103789	71694439	3	0
TumorSample-A	8	71694707	71696409	2	1
TumorSample-A	8	71696940	71706438	3	0
TumorSample-A	8	71706581	71820315	2	1
TumorSample-A	8	71820393	71923489	3	0
TumorSample-A	8	71924805	71985203	2	1
TumorSample-A	8	71985348	72072727	3	0
TumorSample-A	8	72072880	72154207	2	1
TumorSample-A	8	72154299	72417774	3	0
TumorSample-A	8	72418994	72700553	2	1
TumorSample-A	8	72701422	72960217	3	0
TumorSample-A	8	72961087	72984591	2	1
TumorSample-A	8	72984768	73084912	3	0
TumorSample-A	8	73086425	73106260	2	1
TumorSample-A	8	73106370	73154663	3	0
TumorSample-A	8	73155260	73298152	2	1
TumorSample-A	8	73300024	73489719	3	0
TumorSample-A	8	73490042	73492528	2	1
TumorSample-A	8	73492815	73931806	3	0
TumorSample-A	8	73936151	74216315	2	1
TumorSample-A	8	74216823	74902094	3	0
TumorSample-A	8	74902220	75181378	2	1
TumorSample-A	8	75184006	75761113	3	0
TumorSample-A	8	75763952	76275037	2	1
TumorSample-A	8	76275256	76499460	3	0
TumorSample-A	8	76501915	76513145	2	1
TumorSample-A	8	76518373	77218296	3	0
TumorSample-A	8	77218512	77913466	2	1
TumorSample-A	8	77914069	79058933	3	0
TumorSample-A	8	79059542	79169324	2	1
TumorSample-A	8	79169843	79739804	3	0
TumorSample-A	8	79739822	79859733	2	1
TumorSample-A	8	79860440	80979127	3	0
TumorSample-A	8	80980531	81296248	2	1
TumorSample-A	8	81302606	82435185	3	0
TumorSample-A	8	82436861	82610416	2	1
TumorSample-A	8	82612456	83347208	3	0
TumorSample-A	8	83350030	83504473	2	1
TumorSample-A	8	83504474	83511024	3	1
TumorSample-A	8	83512313	83541731	2	1
TumorSample-A	8	83544178	83645445	3	0
TumorSample-A	8	83647386	83879367	2	1
TumorSample-A	8	83880920	84237348	3	0
TumorSample-A	8	84238743	84476198	2	1
TumorSample-A	8	84476649	84854304	3	0
TumorSample-A	8	84858785	85633801	2	1
TumorSample-A	8	85635122	86173426	3	0
TumorSample-A	8	86173534	86546618	2	1
TumorSample-A	8	86550052	86984003	3	0
TumorSample-A	8	86990776	87541846	2	1
TumorSample-A	8	87542500	87800188	3	0
TumorSample-A	8	87801696	88081167	2	1
TumorSample-A	8	88082554	88312619	3	0
